sigma_a_m_per_s2,rmse_smooth_mean_m,rmse_smooth_std_m,rmse_turn_mean_m,rmse_turn_std_m
1.0,22.67530118134188,0.206385647656551,49.41957135983559,0.4248049606793464
5.0,2.716122913418123,0.16463175215455153,17.114991310620237,0.45843038384331747
10.0,2.5532004388459217,0.163838802127277,8.981081240013841,0.4611981695703138
50.0,2.925516906533842,0.1642501044252322,3.1603525289754146,0.4080769271834867
200.0,3.0160559182330418,0.16841741738365282,2.9415571971967007,0.384630847018617
